title,variety,winery,region_1,province,country
Carlisle 2014 The Derivative White (Sonoma County),White Blend,Carlisle,Sonoma County,California,US
Château La Nerthe 2013 Cuvée des Cadettes Red (Châteauneuf-du-Pape),Rhône-style Red Blend,Château La Nerthe,Châteauneuf-du-Pape,Rhône Valley,France
David Duband 2014 Aux Thorey Premier Cru  (Nuits-St.-Georges),Pinot Noir,David Duband,Nuits-St.-Georges,Burgundy,France
David Duband 2014 Les Sentiers Premier Cru  (Chambolle-Musigny),Pinot Noir,David Duband,Chambolle-Musigny,Burgundy,France
Le Ragnaie 2012 Fornace  (Brunello di Montalcino),Sangiovese,Le Ragnaie,Brunello di Montalcino,Tuscany,Italy
Louis Jadot 2014 Clos des Ursules Premier Cru  (Beaune),Pinot Noir,Louis Jadot,Beaune,Burgundy,France
Masi 2009 Campolongo di Torbe  (Amarone della Valpolicella Classico),Red Blend,Masi,Amarone della Valpolicella Classico,Veneto,Italy
Epoch Estate Wines 2013 Ingenuity Red (Paso Robles),Rhône-style Red Blend,Epoch Estate Wines,Paso Robles,California,US
Freemark Abbey 2013 Cabernet Bosché Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Freemark Abbey,Rutherford,California,US
Fritz Haag 2015 Brauneberg Juffer Sonnenuhr Trocken GG Riesling (Mosel),Riesling,Fritz Haag,,Mosel,Germany
Georges Vigouroux 2014 Château de Haute-Serre Cuvée Géron Dadine de Haute-Serre Malbec (Cahors),Malbec,Georges Vigouroux,Cahors,Southwest France,France
Grimm's Bluff 2014 Cliff Hanger Cabernet Sauvignon (Happy Canyon of Santa Barbara),Cabernet Sauvignon,Grimm's Bluff,Happy Canyon of Santa Barbara,California,US
Foradori 2013 Morei Teroldego (Vigneti delle Dolomiti),Teroldego,Foradori,Vigneti delle Dolomiti,Northeastern Italy,Italy
Joseph Phelps 2015 Estate Grown Sauvignon Blanc (St. Helena),Sauvignon Blanc,Joseph Phelps,St. Helena,California,US
Le Ragnaie 2012  Brunello di Montalcino,Sangiovese,Le Ragnaie,Brunello di Montalcino,Tuscany,Italy
Louis Jadot 2014 Les Boudots Premier Cru  (Nuits-St.-Georges),Pinot Noir,Louis Jadot,Nuits-St.-Georges,Burgundy,France
Mesa Del Sol 2011 Syrah (Arroyo Seco),Syrah,Mesa Del Sol,Arroyo Seco,California,US
Mouchão 2012 Ponte das Canas Red (Alentejo),Portuguese Red,Mouchão,,Alentejo,Portugal
Pine Ridge 2013 Fortis Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Pine Ridge,Napa Valley,California,US
Sandler 2015 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Sandler,Santa Maria Valley,California,US
Sixteen by Twenty 2013 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Sixteen by Twenty,Napa Valley,California,US
Stone The Crows 2014 Three Twins Vineyard Cabernet Sauvignon (St. Helena),Cabernet Sauvignon,Stone The Crows,St. Helena,California,US
Tolosa 2015 Hollister Edna Ranch Pinot Noir (Edna Valley),Pinot Noir,Tolosa,Edna Valley,California,US
Villa Poggio Salvi 2011 Riserva  (Brunello di Montalcino),Sangiovese,Villa Poggio Salvi,Brunello di Montalcino,Tuscany,Italy
Volker Eisele Family Estate 2013 Sievers Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Volker Eisele Family Estate,Napa Valley,California,US
TerraNoble 2006 Reserva Cabernet Sauvignon (Colchagua Valley),Cabernet Sauvignon,TerraNoble,,Colchagua Valley,Chile
Terre de Trinci 2003 Riserva  (Montefalco Rosso),Red Blend,Terre de Trinci,Montefalco Rosso,Central Italy,Italy
Mosolo Gleni 2006 Pinot Grigio Pinot Grigio (Colli Orientali del Friuli),Pinot Grigio,Mosolo Gleni,Colli Orientali del Friuli,Northeastern Italy,Italy
Arbor Crest 2004 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Arbor Crest,Columbia Valley (WA),Washington,US
Aresti 2005 Reserve Cabernet Sauvignon (Rio Claro),Cabernet Sauvignon,Aresti,,Rio Claro,Chile
Wolf Blass 2005 Yellow Label Shiraz-Cabernet Sauvignon (South Australia),Shiraz-Cabernet Sauvignon,Wolf Blass,South Australia,South Australia,Australia
Chilensis 2006 Reserva Syrah (Maule Valley),Syrah,Chilensis,,Maule Valley,Chile
Domaines Barons de Rothschild (Lafite) 2007 Los Vascos Chardonnay (Colchagua Valley),Chardonnay,Domaines Barons de Rothschild (Lafite),,Colchagua Valley,Chile
Fetzer 2006 Valley Oaks Riesling (California),Riesling,Fetzer,California,California,US
Finca Sophenia 2006 Altosur Cabernet Sauvignon (Tupungato),Cabernet Sauvignon,Finca Sophenia,Tupungato,Mendoza Province,Argentina
Fournier Père et Fils 2006 Fournier  (Menetou-Salon),Sauvignon Blanc,Fournier Père et Fils,Menetou-Salon,Loire Valley,France
Barker's Marque 2007 Arona Sauvignon Blanc (Marlborough),Sauvignon Blanc,Barker's Marque,,Marlborough,New Zealand
Beringer 2004 Bancroft Ranch Vineyard Merlot (Napa Valley),Merlot,Beringer,Napa Valley,California,US
Bock 2000 Cuvée Barrique Red (Villány),Bordeaux-style Red Blend,Bock,,Villány,Hungary
Carneros Creek 2006 Reserve Pinot Noir (Carneros),Pinot Noir,Carneros Creek,Carneros,California,US
Casale Triocco 2003  Sagrantino di Montefalco,Sagrantino,Casale Triocco,Sagrantino di Montefalco,Central Italy,Italy
Castello di Monastero 2004 Sangiovese (Toscana),Sangiovese,Castello di Monastero,Toscana,Tuscany,Italy
Konrad 2006 Pinot Noir (Marlborough),Pinot Noir,Konrad,,Marlborough,New Zealand
Lungarotti 2006 Pinot Grigio Pinot Grigio (Umbria),Pinot Grigio,Lungarotti,Umbria,Central Italy,Italy
Mana 2006 Pinot Noir (Marlborough),Pinot Noir,Mana,,Marlborough,New Zealand
Michel Torino 2007 Coleccion Chardonnay (Calchaquí Valley),Chardonnay,Michel Torino,Calchaquí Valley,Other,Argentina
Robert Hall 2005 Vintage Port Port (Paso Robles),Port,Robert Hall,Paso Robles,California,US
Rubissow 2004 Trompettes Red (Mount Veeder),Bordeaux-style Red Blend,Rubissow,Mount Veeder,California,US
Santa Julia 2007 Organica Chardonnay (Mendoza),Chardonnay,Santa Julia,Mendoza,Mendoza Province,Argentina
Santa Julia 2007 Pinot Grigio (Mendoza),Pinot Grigio,Santa Julia,Mendoza,Mendoza Province,Argentina
Ronco Blanchis 2006 Pinot Grigio (Collio),Pinot Grigio,Ronco Blanchis,Collio,Northeastern Italy,Italy
San Pedro 2006 Castillo de Molina Reserva Cabernet Sauvignon (Cachapoal Valley),Cabernet Sauvignon,San Pedro,,Cachapoal Valley,Chile
Planeta 2011 Cometa Fiano (Sicilia),Fiano,Planeta,Sicilia,Sicily & Sardinia,Italy
Sequana 2010 Pinot Noir (Santa Lucia Highlands),Pinot Noir,Sequana,Santa Lucia Highlands,California,US
Small Vines 2010 Baranoff Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Small Vines,Russian River Valley,California,US
Tasca d'Almerita 2009 Cabernet Sauvignon (Sicilia),Cabernet Sauvignon,Tasca d'Almerita,Sicilia,Sicily & Sardinia,Italy
Bergström 2010 Temperance Hill Pinot Noir (Eola-Amity Hills),Pinot Noir,Bergström,Eola-Amity Hills,Oregon,US
Bründlmayer 2011 Steinmassel Erste Lage Riesling (Kamptal),Riesling,Bründlmayer,,Kamptal,Austria
Château d'Aydie 2010 Madiran Laplace Tannat (Madiran),Tannat,Château d'Aydie,Madiran,Southwest France,France
Château de Gaudou 2009 Réserve Caillou Malbec (Cahors),Malbec,Château de Gaudou,Cahors,Southwest France,France
Château des Jacques 2011 Clos de Rochegrès  (Moulin-à-Vent),Gamay,Château des Jacques,Moulin-à-Vent,Beaujolais,France
Emiliana 2009 Gê Red (Colchagua Valley),Red Blend,Emiliana,,Colchagua Valley,Chile
Happy Canyon Vineyard 2007 Barrack Brand Merlot (Santa Ynez Valley),Merlot,Happy Canyon Vineyard,Santa Ynez Valley,California,US
Palari 2009  Faro,Red Blend,Palari,Faro,Sicily & Sardinia,Italy
Pascal Aufranc 2011 Vignes de 1939  (Chénas),Gamay,Pascal Aufranc,Chénas,Beaujolais,France
Planeta 2010 Chardonnay (Sicilia),Chardonnay,Planeta,Sicilia,Sicily & Sardinia,Italy
Carabella 2010 Inchinnan Pinot Noir (Chehalem Mountains),Pinot Noir,Carabella,Chehalem Mountains,Oregon,US
Charles Krug 2009 Vintage Selection Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Charles Krug,Napa Valley,California,US
Château Blaignan 2010  Médoc,Bordeaux-style Red Blend,Château Blaignan,Médoc,Bordeaux,France
Château d'Aydie 2009 Tannat (Madiran),Tannat,Château d'Aydie,Madiran,Southwest France,France
Château de Gaudou 2010 Renaissance Malbec (Cahors),Malbec,Château de Gaudou,Cahors,Southwest France,France
Concha y Toro 2009 Terrunyo Vineyard Selection Block Las Terrazas Unfiltered Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Concha y Toro,,Maipo Valley,Chile
Domaine Bru-Baché 2008 La Quintessence  (Jurançon),Petit Manseng,Domaine Bru-Baché,Jurançon,Southwest France,France
Lagar de Bezana 2010 Aluvion Gran Reserva Ensamblaje Red (Cachapoal Valley),Red Blend,Lagar de Bezana,,Cachapoal Valley,Chile
Morgante 2009 Don Antonio Nero d'Avola (Sicilia),Nero d'Avola,Morgante,Sicilia,Sicily & Sardinia,Italy
Rex Hill 2010 Reserve Pinot Noir (Willamette Valley),Pinot Noir,Rex Hill,Willamette Valley,Oregon,US
Santa Carolina 2009 VSC Red (Cachapoal Valley),Red Blend,Santa Carolina,,Cachapoal Valley,Chile
Steven Kent 2009 The Premier Cabernet Sauvignon (Livermore Valley),Cabernet Sauvignon,Steven Kent,Livermore Valley,California,US
Hauner 2015 Hierà Rosé (Terre Siciliane),Rosé,Hauner,Terre Siciliane,Sicily & Sardinia,Italy
Herdade do Esporão 2016 Defesa Branco White (Alentejano),Portuguese White,Herdade do Esporão,,Alentejano,Portugal
J. Portugal Ramos 2016 Pouca Roupa Rosé (Alentejano),Rosé,J. Portugal Ramos,,Alentejano,Portugal
Jack's House 2015 Chardonnay (California),Chardonnay,Jack's House,California,California,US
Jean León 2015 3055 Chardonnay (Penedès),Chardonnay,Jean León,Penedès,Catalonia,Spain
Bodegas Luzón 2014 Luzón Red (Jumilla),Red Blend,Bodegas Luzón,Jumilla,Levante,Spain
Volver 2014 Single Vineyard Tempranillo (La Mancha),Tempranillo,Volver,La Mancha,Central Spain,Spain
Cellars 33 2016 Rosé (California),Rosé,Cellars 33,California,California,US
Château de Chaintres 2013 Clos des Oratoriens  (Saumur),Chenin Blanc,Château de Chaintres,Saumur,Loire Valley,France
Château de la Vieille Tour 2016  Bordeaux Blanc,Bordeaux-style White Blend,Château de la Vieille Tour,Bordeaux Blanc,Bordeaux,France
Château la France 2016  Bordeaux Blanc,Bordeaux-style White Blend,Château la France,Bordeaux Blanc,Bordeaux,France
Château Lalande Méric 2016 Rosé (Bordeaux Rosé),Rosé,Château Lalande Méric,Bordeaux Rosé,Bordeaux,France
Château Lauduc 2016 Rosé (Bordeaux Rosé),Rosé,Château Lauduc,Bordeaux Rosé,Bordeaux,France
Cline 2015 Syrah (Sonoma County),Syrah,Cline,Sonoma County,California,US
Clos de Nit 2015 Red (Montsant),Red Blend,Clos de Nit,Montsant,Catalonia,Spain
DFJ Vinhos 2016 Bigode Rosé (Lisboa),Rosé,DFJ Vinhos,,Lisboa,Portugal
DFJ Vinhos 2016 Casa do Lago Branco White (Lisboa),Portuguese White,DFJ Vinhos,,Lisboa,Portugal
Jidvei 2015 Nec Plus Ultra Demisec Sauvignon Blanc (Jidvei),Sauvignon Blanc,Jidvei,,Jidvei,Romania
Orion Wines 2016 The Wanted Zin Blush Rosato (Puglia),Rosato,Orion Wines,Puglia,Southern Italy,Italy
Raventós de Alella 2015 Tina 20 Pansa Blanca (Alella),Pansa Blanca,Raventós de Alella,Alella,Catalonia,Spain
Rubus 2016 Chardonnay (Colchagua Valley),Chardonnay,Rubus,,Colchagua Valley,Chile
Sanguinhal 2016 Cerejeiras Tinto Red (Lisboa),Portuguese Red,Sanguinhal,,Lisboa,Portugal
Santa Rita 2016 120 Reserva Especial Carmenère (Central Valley),Carmenère,Santa Rita,,Central Valley,Chile
Valdivieso 2016 Sauvignon Blanc (Central Valley),Sauvignon Blanc,Valdivieso,,Central Valley,Chile
Villa Cordevigo 2016 Heaven Scent  (Bardolino Chiaretto),Rosato,Villa Cordevigo,Bardolino Chiaretto,Veneto,Italy
Wines & Winemakers 2016 Casa Ermelinda Freitas Monte da Baía Branco White (Península de Setúbal),Portuguese White,Wines & Winemakers,,Península de Setúbal,Portugal
Adega Cooperativa de Borba 2016 Cuvée B Red (Alentejo),Portuguese Red,Adega Cooperativa de Borba,,Alentejo,Portugal
Botromagno 2016 Rosé di Lulu Rosato (Murgia),Rosato,Botromagno,Murgia,Southern Italy,Italy
Bowman Cellars 2015 Chardonnay (Russian River Valley),Chardonnay,Bowman Cellars,Russian River Valley,California,US
Quinta das Arcas 2016 Arca Nova Branco White (Vinho Verde),Portuguese White,Quinta das Arcas,,Vinho Verde,Portugal
Quilceda Creek 2008 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Quilceda Creek,Columbia Valley (WA),Washington,US
Williams Selyem 2009 Precious Mountain Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Williams Selyem,Sonoma Coast,California,US
Château Margaux 2009  Margaux,Bordeaux-style Red Blend,Château Margaux,Margaux,Bordeaux,France
Château Palmer 2009  Margaux,Bordeaux-style Red Blend,Château Palmer,Margaux,Bordeaux,France
Pirouette 2008 Red Wine Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Pirouette,Columbia Valley (WA),Washington,US
Marchesi Antinori 2008 Guado al Tasso  (Bolgheri Superiore),Red Blend,Marchesi Antinori,Bolgheri Superiore,Tuscany,Italy
Château Troplong Mondot 2009  Saint-Émilion,Bordeaux-style Red Blend,Château Troplong Mondot,Saint-Émilion,Bordeaux,France
Tenuta San Guido 2008 Sassicaia  (Bolgheri Sassicaia),Red Blend,Tenuta San Guido,Bolgheri Sassicaia,Tuscany,Italy
Tenuta dell'Ornellaia 2008 Ornellaia  (Bolgheri Superiore),Red Blend,Tenuta dell'Ornellaia,Bolgheri Superiore,Tuscany,Italy
JCB 2009 No. 1 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,JCB,Napa Valley,California,US
Château La Mission Haut-Brion 2009  Pessac-Léognan,Bordeaux-style Red Blend,Château La Mission Haut-Brion,Pessac-Léognan,Bordeaux,France
Williams Selyem 2009 Allen Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Williams Selyem,Russian River Valley,California,US
Château Figeac 2009  Saint-Émilion,Bordeaux-style Red Blend,Château Figeac,Saint-Émilion,Bordeaux,France
Château Léoville Poyferré 2009  Saint-Julien,Bordeaux-style Red Blend,Château Léoville Poyferré,Saint-Julien,Bordeaux,France
Tenuta Argentiera 2008 Argentiera  (Bolgheri Superiore),Red Blend,Tenuta Argentiera,Bolgheri Superiore,Tuscany,Italy
Château Haut-Brion 2009  Pessac-Léognan,Bordeaux-style Red Blend,Château Haut-Brion,Pessac-Léognan,Bordeaux,France
Château la Fleur-Pétrus 2009  Pomerol,Bordeaux-style Red Blend,Château la Fleur-Pétrus,Pomerol,Bordeaux,France
Château Lynch-Bages 2009  Pauillac,Bordeaux-style Red Blend,Château Lynch-Bages,Pauillac,Bordeaux,France
Groth 2008 Reserve Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Groth,Oakville,California,US
Château Mouton Rothschild 2009  Pauillac,Bordeaux-style Red Blend,Château Mouton Rothschild,Pauillac,Bordeaux,France
Château Trotanoy 2009  Pomerol,Bordeaux-style Red Blend,Château Trotanoy,Pomerol,Bordeaux,France
Williams Selyem 2009 Rochioli Riverblock Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Williams Selyem,Russian River Valley,California,US
Château Beau-Séjour Bécot 2009  Saint-Émilion,Bordeaux-style Red Blend,Château Beau-Séjour Bécot,Saint-Émilion,Bordeaux,France
Williams Selyem 2009 Flax Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Williams Selyem,Russian River Valley,California,US
Château Branaire-Ducru 2009  Saint-Julien,Bordeaux-style Red Blend,Château Branaire-Ducru,Saint-Julien,Bordeaux,France
Château Canon 2009  Saint-Émilion,Bordeaux-style Red Blend,Château Canon,Saint-Émilion,Bordeaux,France
Château Canon la Gaffelière 2009  Saint-Émilion,Bordeaux-style Red Blend,Château Canon la Gaffelière,Saint-Émilion,Bordeaux,France
Doyenne 2008 Grand Ciel Vineyard Syrah (Red Mountain),Syrah,Doyenne,Red Mountain,Washington,US
Hanzell 2009 Chardonnay (Sonoma Valley),Chardonnay,Hanzell,Sonoma Valley,California,US
Balletto 2013 Chardonnay (Russian River Valley),Chardonnay,Balletto,Russian River Valley,California,US
Billsboro 2013 Sawmill Creek Vineyards Syrah (Finger Lakes),Syrah,Billsboro,Finger Lakes,New York,US
C'est Bon 2013 Reserve Selection Chardonnay (Oakville),Chardonnay,C'est Bon,Oakville,California,US
Ceuso 2014 Scurati Nero d'Avola (Terre Siciliane),Nero d'Avola,Ceuso,Terre Siciliane,Sicily & Sardinia,Italy
Château Balac 2012 Cru Bourgeois  (Haut-Médoc),Bordeaux-style Red Blend,Château Balac,Haut-Médoc,Bordeaux,France
Château des Annereaux 2011  Lalande de Pomerol,Bordeaux-style Red Blend,Château des Annereaux,Lalande de Pomerol,Bordeaux,France
Château Frank NV Célèbre Crémant Riesling (Finger Lakes),Riesling,Château Frank,Finger Lakes,New York,US
Château Haut-Bergey 2013  Pessac-Léognan,Bordeaux-style White Blend,Château Haut-Bergey,Pessac-Léognan,Bordeaux,France
Château Larrivet Haut-Brion 2014 Les Hauts de Larrivet Haut-Brion  (Pessac-Léognan),Sauvignon Blanc,Château Larrivet Haut-Brion,Pessac-Léognan,Bordeaux,France
Château le Sartre 2013  Pessac-Léognan,Bordeaux-style White Blend,Château le Sartre,Pessac-Léognan,Bordeaux,France
Château Mancèdre 2013  Pessac-Léognan,Bordeaux-style Red Blend,Château Mancèdre,Pessac-Léognan,Bordeaux,France
Château Peyredon Lagravette 2013  Haut-Médoc,Bordeaux-style Red Blend,Château Peyredon Lagravette,Haut-Médoc,Bordeaux,France
Château Potensac 2013 Chapelle de Potensac  (Médoc),Bordeaux-style Red Blend,Château Potensac,Médoc,Bordeaux,France
Chateau Ste. Michelle 2012 Indian Wells Red (Columbia Valley (WA)),Red Blend,Chateau Ste. Michelle,Columbia Valley (WA),Washington,US
Clos Beauregard 2013  Pomerol,Bordeaux-style Red Blend,Clos Beauregard,Pomerol,Bordeaux,France
Dark Horse 2014 The Original Pinot Noir (California),Pinot Noir,Dark Horse,California,California,US
Domaine Anderson 2013 Walraven Vineyard Chardonnay (Anderson Valley),Chardonnay,Domaine Anderson,Anderson Valley,California,US
Dowsett Family 2014 Aunt Diane's Vineyard Riesling (Columbia Gorge (WA)),Riesling,Dowsett Family,Columbia Gorge (WA),Washington,US
Feudo Antico 2010 Memorie Rosato (Sicilia),Rosato,Feudo Antico,Sicilia,Sicily & Sardinia,Italy
Gamache 2012 Cabernet Franc (Columbia Valley (WA)),Cabernet Franc,Gamache,Columbia Valley (WA),Washington,US
Mills Reef 2014 Reserve Sauvignon Blanc (Hawke's Bay),Sauvignon Blanc,Mills Reef,,Hawke's Bay,New Zealand
Paumanok 2014 Semi Dry Riesling (North Fork of Long Island),Riesling,Paumanok,North Fork of Long Island,New York,US
Broken Clouds 2014 Chardonnay (Sonoma Coast),Chardonnay,Broken Clouds,Sonoma Coast,California,US
Browne Family Vineyards 2014 Chardonnay (Columbia Valley (WA)),Chardonnay,Browne Family Vineyards,Columbia Valley (WA),Washington,US
Caruso & Minini 2012 Cutaja Riserva Nero d'Avola (Delia Nivolelli),Nero d'Avola,Caruso & Minini,Delia Nivolelli,Sicily & Sardinia,Italy
Castillo De Feliciana 2014 Estate Vineyard Albariño (Walla Walla Valley (WA)),Albariño,Castillo De Feliciana,Walla Walla Valley (WA),Washington,US
Château Amour 2013  Médoc,Bordeaux-style Red Blend,Château Amour,Médoc,Bordeaux,France
Château de Cruzeau 2013  Pessac-Léognan,Bordeaux-style White Blend,Château de Cruzeau,Pessac-Léognan,Bordeaux,France
Château de Paillet-Quancard 2012  Cadillac Côtes de Bordeaux,Bordeaux-style Red Blend,Château de Paillet-Quancard,Cadillac Côtes de Bordeaux,Bordeaux,France
Château de Rochemorin 2013  Pessac-Léognan,Sauvignon Blanc,Château de Rochemorin,Pessac-Léognan,Bordeaux,France
Gabriel Meffre 2015 La Châsse Sauvignon-Colombard White (Vin de France),White Blend,Gabriel Meffre,Vin de France,France Other,France
Gabriel Meffre 2016 La Châsse Chardonnay (Vin de France),Chardonnay,Gabriel Meffre,Vin de France,France Other,France
Wines & Winemakers 2016 Samora Rosé (Tejo),Rosé,Wines & Winemakers,,Tejo,Portugal
Zolo 2017 Sustainably Farmed Estate Grown and Bottled Torrontés (Mendoza),Torrontés,Zolo,Mendoza,Mendoza Province,Argentina
Adega Cooperativa de Borba 2016 Adega de Borba Branco White (Alentejo),Portuguese White,Adega Cooperativa de Borba,,Alentejo,Portugal
Adega Cooperativa de Borba 2016 Brado Branco White (Alentejano),Portuguese White,Adega Cooperativa de Borba,,Alentejano,Portugal
Alta Vista 2016 Malbec Rosé (Mendoza),Rosé,Alta Vista,Mendoza,Mendoza Province,Argentina
Aymara 2015 Estate Torrontés (Maipú),Torrontés,Aymara,Maipú,Mendoza Province,Argentina
Paul Buisse 2016 Sauvignon Blanc (Touraine),Sauvignon Blanc,Paul Buisse,Touraine,Loire Valley,France
